"name","label","concept","geography"
"B06004I_002","Estimate!!Total:!!Born in state of residence","PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES","tract"
"B06004I_003","Estimate!!Total:!!Born in other state in the United States","PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES","tract"
"B06004I_004","Estimate!!Total:!!Native; born outside the United States","PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES","tract"
"B06004I_005","Estimate!!Total:!!Foreign born","PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES","tract"
"B07004HPR_001","Estimate!!Total:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004HPR_002","Estimate!!Total:!!Same house 1 year ago","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004HPR_003","Estimate!!Total:!!Moved within same municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004HPR_004","Estimate!!Total:!!Moved from different municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004HPR_005","Estimate!!Total:!!Moved from the United States","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004HPR_006","Estimate!!Total:!!Moved from elsewhere","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004H_001","Estimate!!Total:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004H_002","Estimate!!Total:!!Same house 1 year ago","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004H_003","Estimate!!Total:!!Moved within same county","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004H_004","Estimate!!Total:!!Moved from different county within same state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004H_005","Estimate!!Total:!!Moved from different state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004H_006","Estimate!!Total:!!Moved from abroad","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004IPR_001","Estimate!!Total:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004IPR_002","Estimate!!Total:!!Same house 1 year ago","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004IPR_003","Estimate!!Total:!!Moved within same municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004IPR_004","Estimate!!Total:!!Moved from different municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004IPR_005","Estimate!!Total:!!Moved from the United States","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004IPR_006","Estimate!!Total:!!Moved from elsewhere","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN PUERTO RICO",NA
"B07004I_001","Estimate!!Total:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004I_002","Estimate!!Total:!!Same house 1 year ago","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004I_003","Estimate!!Total:!!Moved within same county","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004I_004","Estimate!!Total:!!Moved from different county within same state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004I_005","Estimate!!Total:!!Moved from different state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07004I_006","Estimate!!Total:!!Moved from abroad","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES","tract"
"B07404HPR_001","Estimate!!Total living in area 1 year ago:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404HPR_002","Estimate!!Total living in area 1 year ago:!!Same house","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404HPR_003","Estimate!!Total living in area 1 year ago:!!Moved within same municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404HPR_004","Estimate!!Total living in area 1 year ago:!!Moved to different municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404HPR_005","Estimate!!Total living in area 1 year ago:!!Moved to the United States","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404H_001","Estimate!!Total living in area 1 year ago:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404H_002","Estimate!!Total living in area 1 year ago:!!Same house","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404H_003","Estimate!!Total living in area 1 year ago:!!Moved within same county","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404H_004","Estimate!!Total living in area 1 year ago:!!Moved to different county within same state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404H_005","Estimate!!Total living in area 1 year ago:!!Moved to different state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404IPR_001","Estimate!!Total living in area 1 year ago:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404IPR_002","Estimate!!Total living in area 1 year ago:!!Same house","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404IPR_003","Estimate!!Total living in area 1 year ago:!!Moved within same municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404IPR_004","Estimate!!Total living in area 1 year ago:!!Moved to different municipio","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404IPR_005","Estimate!!Total living in area 1 year ago:!!Moved to the United States","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",NA
"B07404I_001","Estimate!!Total living in area 1 year ago:","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404I_002","Estimate!!Total living in area 1 year ago:!!Same house","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404I_003","Estimate!!Total living in area 1 year ago:!!Moved within same county","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404I_004","Estimate!!Total living in area 1 year ago:!!Moved to different county within same state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B07404I_005","Estimate!!Total living in area 1 year ago:!!Moved to different state","GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","county"
"B08105H_001","Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105H_002","Estimate!!Total:!!Car, truck, or van - drove alone","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105H_003","Estimate!!Total:!!Car, truck, or van - carpooled","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105H_004","Estimate!!Total:!!Public transportation (excluding taxicab)","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105H_005","Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105H_006","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105H_007","Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B08105I_001","Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08105I_002","Estimate!!Total:!!Car, truck, or van - drove alone","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08105I_003","Estimate!!Total:!!Car, truck, or van - carpooled","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08105I_004","Estimate!!Total:!!Public transportation (excluding taxicab)","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08105I_005","Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08105I_006","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08105I_007","Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO)","tract"
"B08505H_001","Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505H_002","Estimate!!Total:!!Car, truck, or van - drove alone","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505H_003","Estimate!!Total:!!Car, truck, or van - carpooled","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505H_004","Estimate!!Total:!!Public transportation (excluding taxicab)","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505H_005","Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505H_006","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505H_007","Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","county"
"B08505I_001","Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B08505I_002","Estimate!!Total:!!Car, truck, or van - drove alone","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B08505I_003","Estimate!!Total:!!Car, truck, or van - carpooled","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B08505I_004","Estimate!!Total:!!Public transportation (excluding taxicab)","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B08505I_005","Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B08505I_006","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B08505I_007","Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)","county"
"B10051H_001","Estimate!!Total:","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051H_002","Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051H_003","Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!30 to 59 years","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051H_004","Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!60 years and over","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051H_005","Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051H_006","Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:!!30 to 59 years","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051H_007","Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:!!60 years and over","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B10051I_001","Estimate!!Total:","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B10051I_002","Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B10051I_003","Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!30 to 59 years","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B10051I_004","Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!60 years and over","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B10051I_005","Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B10051I_006","Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:!!30 to 59 years","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B10051I_007","Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:!!60 years and over","GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT (HISPANIC OR LATINO)","tract"
"B11001H_001","Estimate!!Total:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_002","Estimate!!Total:!!Family households:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_003","Estimate!!Total:!!Family households:!!Married-couple family","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_004","Estimate!!Total:!!Family households:!!Other family:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_005","Estimate!!Total:!!Family households:!!Other family:!!Male householder, no spouse present","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_006","Estimate!!Total:!!Family households:!!Other family:!!Female householder, no spouse present","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_007","Estimate!!Total:!!Nonfamily households:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_008","Estimate!!Total:!!Nonfamily households:!!Householder living alone","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001H_009","Estimate!!Total:!!Nonfamily households:!!Householder not living alone","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11001I_001","Estimate!!Total:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_002","Estimate!!Total:!!Family households:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_003","Estimate!!Total:!!Family households:!!Married-couple family","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_004","Estimate!!Total:!!Family households:!!Other family:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_005","Estimate!!Total:!!Family households:!!Other family:!!Male householder, no spouse present","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_006","Estimate!!Total:!!Family households:!!Other family:!!Female householder, no spouse present","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_007","Estimate!!Total:!!Nonfamily households:","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_008","Estimate!!Total:!!Nonfamily households:!!Householder living alone","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11001I_009","Estimate!!Total:!!Nonfamily households:!!Householder not living alone","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO)","block group"
"B11002H_001","Estimate!!Total:","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_002","Estimate!!Total:!!In family households:","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_003","Estimate!!Total:!!In family households:!!In married-couple family:","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_004","Estimate!!Total:!!In family households:!!In married-couple family:!!Relatives","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_005","Estimate!!Total:!!In family households:!!In married-couple family:!!Nonrelatives","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_006","Estimate!!Total:!!In family households:!!In male householder, no spouse present, family:","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_007","Estimate!!Total:!!In family households:!!In male householder, no spouse present, family:!!Relatives","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_008","Estimate!!Total:!!In family households:!!In male householder, no spouse present, family:!!Nonrelatives","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_009","Estimate!!Total:!!In family households:!!In female householder, no spouse present, family:","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B11002H_010","Estimate!!Total:!!In family households:!!In female householder, no spouse present, family:!!Relatives","HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
